date,product_id,price,is_promo,is_stockout,units_sold,revenue,margin
2025-07-25,6,113.09,0,0,14,1583.3,415.14
2025-07-26,6,113.15,0,0,20,2263.01,594.21
2025-07-27,6,113.24,0,0,19,2151.52,566.16
2025-07-28,6,113.2,0,0,18,2037.59,535.67
2024-12-01,7,1821.0,0,0,12,21851.94,4308.54
2024-12-02,7,1808.2,0,0,15,27122.99,5193.74
2024-12-03,7,1802.39,0,0,19,34245.39,6468.34
2024-12-04,7,1798.43,0,0,16,28774.93,5383.73
2024-12-05,7,1794.44,0,0,25,44861.04,8312.29
2024-12-06,7,1790.25,0,0,16,28644.02,5252.82
2024-12-07,7,1789.94,0,0,19,34008.85,6231.8
2024-12-08,7,1789.68,0,0,14,25055.49,4588.19
2024-12-09,7,1788.4,1,0,20,35767.93,6528.93
2024-12-10,7,1790.02,0,0,19,34010.39,6233.34
2024-12-11,7,1789.23,0,0,19,33995.38,6218.33
2024-12-12,7,1786.39,0,0,22,39300.55,7137.65
2024-12-13,7,1787.08,1,0,21,37528.64,6827.69
2024-12-14,7,1786.41,0,0,23,41087.53,7462.68
2024-12-15,7,1790.03,0,0,17,30430.5,5577.35
2024-12-16,7,1793.34,0,0,29,52006.83,9610.28
2024-12-17,7,1795.38,0,0,21,37702.97,7002.02
2024-12-18,7,1795.1,0,0,19,34106.9,6329.85
2024-12-19,7,1793.22,0,0,18,32277.96,5962.86
2024-12-20,7,1796.1,0,0,22,39514.1,7351.2
2024-12-21,7,1794.74,0,0,24,43073.77,7986.97
2024-12-22,7,1795.84,0,0,22,39508.46,7345.56
2024-12-23,7,1800.4,0,1,0,0.0,0.0
2024-12-24,7,1803.65,0,0,16,28858.37,5467.17
2024-12-25,7,1805.2,0,0,24,43324.82,8238.02
2024-12-26,7,1807.04,0,0,29,52404.22,10007.67
2024-12-27,7,1808.65,0,0,24,43407.59,8320.79
2024-12-28,7,1810.01,0,0,18,32580.22,6265.12
2024-12-29,7,1814.27,0,0,16,29028.24,5637.04
2024-12-30,7,1810.17,0,0,14,25342.41,4875.11
2024-12-31,7,1808.65,0,0,24,43407.71,8320.91
2025-01-01,7,1810.76,0,0,19,34404.52,6627.47
2025-01-02,7,1814.61,0,0,33,59882.11,11637.76
2025-01-03,7,1813.46,0,0,9,16321.17,3163.62
2025-01-04,7,1815.81,0,0,22,39947.74,7784.84
2025-01-05,7,1817.17,0,0,24,43612.11,8525.31
2025-01-06,7,1813.08,0,0,25,45326.92,8778.17
2025-01-07,7,1813.86,0,0,17,30835.63,5982.48
2025-01-08,7,1813.61,0,0,22,39899.37,7736.47
2025-01-09,7,1812.79,0,0,26,47132.44,9121.74
2025-01-10,7,1812.1,0,0,11,19933.09,3851.64
2025-01-11,7,1813.16,0,0,21,38076.34,7375.39
2025-01-12,7,1813.26,0,0,25,45331.47,8782.72
2025-01-13,7,1813.76,0,0,16,29020.21,5629.01
2025-01-14,7,1816.3,0,0,11,19979.26,3897.81
2025-01-15,7,1815.39,0,0,29,52646.22,10249.67
2025-01-16,7,1815.21,0,0,14,25412.99,4945.69
2025-01-17,7,1811.56,1,0,42,76085.36,14683.46
2025-01-18,7,1812.64,0,0,20,36252.79,7013.79
2025-01-19,7,1816.34,0,0,25,45408.59,8859.84
2025-01-20,7,1813.55,0,0,17,30830.37,5977.22
2025-01-21,7,1810.72,1,0,33,59753.91,11509.56
2025-01-22,7,1812.79,0,0,20,36255.87,7016.87
2025-01-23,7,1814.59,0,0,11,19960.51,3879.06
2025-01-24,7,1810.22,0,0,19,34394.19,6617.14
2025-01-25,7,1807.17,0,0,10,18071.69,3452.19
2025-01-26,7,1807.39,0,0,19,34340.47,6563.42
2025-01-27,7,1810.11,0,0,25,45252.82,8704.07
2025-01-28,7,1813.52,0,0,22,39897.47,7734.57
2025-01-29,7,1813.78,0,0,18,32648.12,6333.02
2025-01-30,7,1811.96,0,0,19,34427.16,6650.11
2025-01-31,7,1812.21,0,0,23,41680.87,8056.02
2025-02-01,7,1812.02,0,0,27,48924.53,9451.88
2025-02-02,7,1808.5,0,0,18,32553.02,6237.92
2025-02-03,7,1806.99,0,0,22,39753.74,7590.84
2025-02-04,7,1805.89,0,0,21,37923.78,7222.83
2025-02-05,7,1804.31,0,0,16,28868.96,5477.76
2025-02-06,7,1799.88,0,0,22,39597.46,7434.56
2025-02-07,7,1800.98,0,0,23,41422.55,7797.7
2025-02-08,7,1798.54,0,0,20,35970.72,6731.72
2025-02-09,7,1801.49,0,0,18,32426.75,6111.65
2025-02-10,7,1802.68,0,0,29,52277.66,9881.11
2025-02-11,7,1806.56,0,0,16,28904.94,5513.74
2025-02-12,7,1804.38,0,0,19,34283.3,6506.25
2025-02-13,7,1807.21,0,0,18,32529.83,6214.73
2025-02-14,7,1806.23,0,0,27,48768.29,9295.64
2025-02-15,7,1806.51,0,0,34,61421.46,11715.16
2025-02-16,7,1804.44,0,0,20,36088.79,6849.79
2025-02-17,7,1804.46,0,0,22,39698.02,7535.12
2025-02-18,7,1804.4,0,0,16,28870.39,5479.19
2025-02-19,7,1804.04,0,0,18,32472.72,6157.62
2025-02-20,7,1803.33,0,0,10,18033.32,3413.82
2025-02-21,7,1802.11,0,0,9,16219.01,3061.46
2025-02-22,7,1797.74,0,0,26,46741.35,8730.65
2025-02-23,7,1797.95,0,0,16,28767.14,5375.94
2025-02-24,7,1793.3,0,0,25,44832.5,8283.75
2025-02-25,7,1792.45,0,0,24,43018.77,7931.97
2025-02-26,7,1789.93,0,0,24,42958.31,7871.51
2025-02-27,7,1788.15,0,0,22,39339.37,7176.47
2025-02-28,7,1788.81,0,0,17,30409.83,5556.68
2025-03-01,7,1791.22,0,0,23,41198.1,7573.25
2025-03-02,7,1789.57,0,0,15,26843.59,4914.34
2025-03-03,7,1785.43,0,0,34,60704.76,10998.46
2025-03-04,7,1787.71,0,0,21,37541.83,6840.88
2025-03-05,7,1786.63,0,0,24,42879.16,7792.36
2025-03-06,7,1786.72,0,0,21,37521.19,6820.24
2025-03-07,7,1784.33,0,0,23,41039.63,7414.78
2025-03-08,7,1785.12,0,0,16,28561.96,5170.76
2025-03-09,7,1783.58,0,0,22,39238.73,7075.83
2025-03-10,7,1784.55,0,0,14,24983.74,4516.44
2025-03-11,7,1780.96,0,0,14,24933.48,4466.18
2025-03-12,7,1780.2,0,0,21,37384.15,6683.2
2025-03-13,7,1774.66,0,0,18,31943.83,5628.73
2025-03-14,7,1774.69,0,0,15,26620.31,4691.06
2025-03-15,7,1774.16,0,0,19,33709.03,5931.98
2025-03-16,7,1772.07,0,0,18,31897.27,5582.17
2025-03-17,7,1772.01,0,0,25,44300.16,7751.41
2025-03-18,7,1766.65,0,0,22,38866.3,6703.4
2025-03-19,7,1762.59,0,0,23,40539.67,6914.82
2025-03-20,7,1759.12,0,0,20,35182.33,5943.33
2025-03-21,7,1758.2,0,0,32,56262.46,9480.06
2025-03-22,7,1755.38,0,0,13,22820.0,3814.65
2025-03-23,7,1753.75,0,0,21,36828.85,6127.9
2025-03-24,7,1751.54,0,0,26,45539.98,7529.28
2025-03-25,7,1752.16,0,0,18,31538.96,5223.86
2025-03-26,7,1749.6,0,0,24,41990.43,6903.63
2025-03-27,7,1749.72,0,0,14,24496.04,4028.74
2025-03-28,7,1751.2,0,0,12,21014.41,3471.01
2025-03-29,7,1748.82,0,0,25,43720.52,7171.77
2025-03-30,7,1749.61,0,0,21,36741.77,6040.82
2025-03-31,7,1750.57,0,0,12,21006.86,3463.46
2025-04-01,7,1753.25,0,0,14,24545.55,4078.25
2025-04-02,7,1753.23,0,0,17,29804.85,4951.7
2025-04-03,7,1752.96,0,0,11,19282.58,3201.13
2025-04-04,7,1752.99,0,0,25,43824.66,7275.91
2025-04-05,7,1754.59,0,0,16,28073.41,4682.21
2025-04-06,7,1756.3,0,0,23,40394.85,6770.0
2025-04-07,7,1757.77,0,0,17,29882.16,5029.01
2025-04-08,7,1760.52,0,0,16,28168.27,4777.07
2025-04-09,7,1760.61,0,0,19,33451.59,5674.54
2025-04-10,7,1764.69,0,0,18,31764.43,5449.33
2025-04-11,7,1763.65,0,0,24,42327.5,7240.7
2025-04-12,7,1763.8,0,0,36,63496.75,10866.55
2025-04-13,7,1765.81,0,0,17,30018.82,5165.67
2025-04-14,7,1766.61,0,0,16,28265.79,4874.59
2025-04-15,7,1770.4,0,0,22,38948.82,6785.92
2025-04-16,7,1769.57,0,0,23,40700.0,7075.15
2025-04-17,7,1768.95,0,0,15,26534.27,4605.02
2025-04-18,7,1769.19,0,0,19,33614.69,5837.64
2025-04-19,7,1771.1,0,0,19,33650.84,5873.79
2025-04-20,7,1773.22,0,0,24,42557.38,7470.58
2025-04-21,7,1771.19,0,0,24,42508.59,7421.79
2025-04-22,7,1769.81,0,0,11,19467.96,3386.51
2025-04-23,7,1771.45,0,0,18,31886.12,5571.02
2025-04-24,7,1769.31,0,0,23,40694.04,7069.19
2025-04-25,7,1767.41,0,0,20,35348.22,6109.22
2025-04-26,7,1765.45,0,0,31,54728.95,9408.5
2025-04-27,7,1763.69,0,0,18,31746.33,5431.23
2025-04-28,7,1758.55,0,0,19,33412.45,5635.4
2025-04-29,7,1756.43,0,0,19,33372.25,5595.2
2025-04-30,7,1756.31,0,0,13,22831.99,3826.64
2025-05-01,7,1755.35,0,0,21,36862.45,6161.5
2025-05-02,7,1753.04,0,0,15,26295.63,4366.38
2025-05-03,7,1754.45,0,0,16,28071.21,4680.01
2025-05-04,7,1757.52,1,0,26,45695.52,7684.82
2025-05-05,7,1757.22,0,0,24,42173.29,7086.49
2025-05-06,7,1756.74,0,0,20,35134.78,5895.78
2025-05-07,7,1757.15,0,0,33,57985.86,9741.51
2025-05-08,7,1757.26,0,0,17,29873.35,5020.2
2025-05-09,7,1758.16,0,0,22,38679.47,6516.57
2025-05-10,7,1758.1,0,0,28,49226.73,8292.13
2025-05-11,7,1756.91,0,0,24,42165.96,7079.16
2025-05-12,7,1754.71,0,0,14,24565.92,4098.62
2025-05-13,7,1753.59,0,0,20,35071.86,5832.86
2025-05-14,7,1754.01,0,0,19,33326.28,5549.23
2025-05-15,7,1752.51,0,0,20,35050.14,5811.14
2025-05-16,7,1754.08,0,0,16,28065.26,4674.06
2025-05-17,7,1752.22,0,0,23,40301.16,6676.31
2025-05-18,7,1754.54,0,0,18,31581.76,5266.66
2025-05-19,7,1756.26,1,0,33,57956.42,9712.07
2025-05-20,7,1758.14,0,0,17,29888.4,5035.25
2025-05-21,7,1756.23,0,0,23,40393.36,6768.51
2025-05-22,7,1757.76,0,0,21,36912.91,6211.96
2025-05-23,7,1759.2,0,0,20,35183.94,5944.94
2025-05-24,7,1756.85,0,0,29,50948.6,8552.05
2025-05-25,7,1759.43,0,0,25,43985.87,7437.12
2025-05-26,7,1763.55,0,0,21,37034.6,6333.65
2025-05-27,7,1763.13,0,0,22,38788.81,6625.91
2025-05-28,7,1764.46,0,0,17,29995.9,5142.75
2025-05-29,7,1765.58,0,0,20,35311.63,6072.63
2025-05-30,7,1764.37,0,1,0,0.0,0.0
2025-05-31,7,1761.41,0,0,21,36989.51,6288.56
2025-06-01,7,1760.04,0,0,14,24640.55,4173.25
2025-06-02,7,1757.63,0,0,18,31637.4,5322.3
2025-06-03,7,1755.72,0,0,14,24580.14,4112.84
2025-06-04,7,1754.68,0,0,19,33338.97,5561.92
2025-06-05,7,1754.04,0,0,18,31572.67,5257.57
2025-06-06,7,1756.32,0,0,27,47420.72,7948.07
2025-06-07,7,1756.44,0,0,22,38641.78,6478.88
2025-06-08,7,1755.8,0,0,25,43895.03,7346.28
2025-06-09,7,1753.24,1,0,35,61363.49,10195.24
2025-06-10,7,1751.28,0,0,26,45533.41,7522.71
2025-06-11,7,1749.46,0,0,26,45485.88,7475.18
2025-06-12,7,1751.11,0,0,18,31519.97,5204.87
2025-06-13,7,1750.28,0,0,17,29754.75,4901.6
2025-06-14,7,1748.18,0,0,15,26222.73,4293.48
2025-06-15,7,1750.26,0,0,17,29754.38,4901.23
2025-06-16,7,1750.75,0,0,29,50771.82,8375.27
2025-06-17,7,1748.51,0,0,23,40215.71,6590.86
2025-06-18,7,1751.51,1,0,34,59551.36,9845.06
2025-06-19,7,1753.61,0,0,18,31564.98,5249.88
2025-06-20,7,1752.18,0,0,19,33291.38,5514.33
2025-06-21,7,1754.13,0,0,22,38590.96,6428.06
2025-06-22,7,1754.06,0,1,0,0.0,0.0
2025-06-23,7,1752.1,0,0,25,43802.5,7253.75
2025-06-24,7,1753.65,1,0,28,49102.23,8167.63
2025-06-25,7,1753.16,0,0,23,40322.7,6697.85
2025-06-26,7,1749.95,0,0,23,40248.93,6624.08
2025-06-27,7,1749.23,0,0,32,55975.51,9193.11
2025-06-28,7,1748.3,0,0,19,33217.71,5440.66
2025-06-29,7,1749.81,0,0,20,34996.22,5757.22
2025-06-30,7,1745.91,0,0,20,34918.17,5679.17
2025-07-01,7,1744.4,0,0,33,57565.3,9320.95
2025-07-02,7,1742.65,0,0,14,24397.09,3929.79
2025-07-03,7,1744.87,0,0,29,50601.23,8204.68
2025-07-04,7,1741.95,0,0,17,29613.07,4759.92
2025-07-05,7,1742.91,0,0,21,36601.02,5900.07
2025-07-06,7,1741.0,0,0,22,38302.04,6139.14
2025-07-07,7,1739.53,0,0,23,40009.21,6384.36
2025-07-08,7,1739.7,0,0,18,31314.57,4999.47
2025-07-09,7,1736.59,0,0,25,43414.68,6865.93
2025-07-10,7,1737.24,0,0,21,36482.04,5781.09
2025-07-11,7,1740.31,0,0,23,40027.05,6402.2
2025-07-12,7,1742.23,0,0,15,26133.4,4204.15
2025-07-13,7,1743.15,0,0,31,54037.6,8717.15
2025-07-14,7,1743.61,0,1,0,0.0,0.0
2025-07-15,7,1742.63,0,0,14,24396.88,3929.58
2025-07-16,7,1743.38,0,0,14,24407.3,3940.0
2025-07-17,7,1744.04,0,0,10,17440.39,2820.89
2025-07-18,7,1744.21,0,0,17,29651.55,4798.4
2025-07-19,7,1748.72,0,0,22,38471.73,6308.83
2025-07-20,7,1749.17,0,0,14,24488.39,4021.09
2025-07-21,7,1748.88,0,0,16,27982.12,4590.92
2025-07-22,7,1751.42,0,0,23,40282.62,6657.77
2025-07-23,7,1752.82,0,0,23,40314.77,6689.92
2025-07-24,7,1751.97,0,0,18,31535.37,5220.27
2025-07-25,7,1750.54,0,0,13,22756.98,3751.63
2025-07-26,7,1752.85,1,0,29,50832.69,8436.14
2025-07-27,7,1755.41,0,0,13,22820.36,3815.01
2025-07-28,7,1757.99,0,0,15,26369.92,4440.67
2024-12-01,8,1123.69,0,0,17,19102.67,5576.79
2024-12-02,8,1119.8,0,0,31,34713.85,10049.01
2024-12-03,8,1118.45,0,0,19,21250.58,6133.42
2024-12-04,8,1115.31,0,0,20,22306.17,6393.37
2024-12-05,8,1112.74,0,0,14,15578.31,4439.35
2024-12-06,8,1114.09,0,0,16,17825.48,5095.24
2024-12-07,8,1113.9,0,0,23,25619.59,7319.87
2024-12-08,8,1111.84,0,0,17,18901.36,5375.48
2024-12-09,8,1111.05,0,0,31,34442.41,9777.57
2024-12-10,8,1109.48,0,0,19,21080.08,5962.92
2024-12-11,8,1109.39,0,0,20,22187.83,6275.03
2024-12-12,8,1110.02,0,0,13,14430.21,4086.89
2024-12-13,8,1111.19,0,0,25,27779.66,7888.66
2024-12-14,8,1111.04,0,0,22,24442.81,6938.73
2024-12-15,8,1108.55,0,0,8,8868.39,2503.27
2024-12-16,8,1107.58,0,0,20,22151.62,6238.82
2024-12-17,8,1106.2,0,0,13,14380.63,4037.31
2024-12-18,8,1105.09,0,0,21,23206.79,6498.35
2024-12-19,8,1102.82,0,0,15,16542.25,4607.65
2024-12-20,8,1103.73,0,0,21,23178.31,6469.87
2024-12-21,8,1104.75,0,0,15,16571.28,4636.68
2024-12-22,8,1103.2,0,0,17,18754.4,5228.52
2024-12-23,8,1103.58,0,0,19,20967.98,5850.82
2024-12-24,8,1102.92,0,0,19,20955.51,5838.35
2024-12-25,8,1100.96,0,0,14,15413.43,4274.47
2024-12-26,8,1099.04,0,0,26,28574.93,7888.29
2024-12-27,8,1098.94,0,0,23,25275.68,6975.96
2024-12-28,8,1098.49,0,0,20,21969.9,6057.1
2024-12-29,8,1101.17,0,0,16,17618.66,4888.42
2024-12-30,8,1101.74,0,0,23,25340.0,7040.28
2024-12-31,8,1101.88,0,0,18,19833.84,5512.32
2025-01-01,8,1100.75,0,0,22,24216.41,6712.33
2025-01-02,8,1099.75,0,0,18,19795.55,5474.03
2025-01-03,8,1100.11,0,0,22,24202.5,6698.42
2025-01-04,8,1098.56,0,0,24,26365.42,7270.06
2025-01-05,8,1097.75,0,0,9,9879.73,2718.97
2025-01-06,8,1096.0,0,0,28,30687.91,8409.99
2025-01-07,8,1094.12,0,0,20,21882.43,5969.63
2025-01-08,8,1095.29,0,0,21,23001.19,6292.75
2025-01-09,8,1095.69,1,0,28,30679.21,8401.29
2025-01-10,8,1096.63,0,0,22,24125.81,6621.73
2025-01-11,8,1097.38,0,0,21,23044.88,6336.44
2025-01-12,8,1098.63,0,0,24,26367.03,7271.67
2025-01-13,8,1100.14,0,0,26,28603.7,7917.06
2025-01-14,8,1102.28,1,0,31,34170.75,9505.91
2025-01-15,8,1101.55,0,0,27,29741.75,8259.47
2025-01-16,8,1101.28,0,0,19,20924.26,5807.1
2025-01-17,8,1102.91,0,0,25,27572.76,7681.76
2025-01-18,8,1103.9,0,0,14,15454.58,4315.62
2025-01-19,8,1105.01,0,0,21,23205.25,6496.81
2025-01-20,8,1103.65,0,0,21,23176.73,6468.29
2025-01-21,8,1103.93,1,0,36,39741.36,11098.32
2025-01-22,8,1104.39,0,0,15,16565.84,4631.24
2025-01-23,8,1103.96,0,0,6,6623.73,1849.89
2025-01-24,8,1102.34,0,0,24,26456.17,7360.81
2025-01-25,8,1102.02,0,0,15,16530.27,4595.67
2025-01-26,8,1101.92,0,0,20,22038.38,6125.58
2025-01-27,8,1100.37,0,0,23,25308.52,7008.8
2025-01-28,8,1099.72,0,0,19,20894.72,5777.56
2025-01-29,8,1098.54,0,0,15,16478.04,4543.44
2025-01-30,8,1097.56,0,0,19,20853.68,5736.52
2025-01-31,8,1098.39,0,0,31,34050.06,9385.22
2025-02-01,8,1099.41,0,0,28,30783.41,8505.49
2025-02-02,8,1098.98,0,0,21,23078.52,6370.08
2025-02-03,8,1101.95,0,0,20,22039.06,6126.26
2025-02-04,8,1102.8,0,0,21,23158.8,6450.36
2025-02-05,8,1102.62,0,0,23,25360.33,7060.61
2025-02-06,8,1100.82,0,0,18,19814.78,5493.26
2025-02-07,8,1098.8,0,0,22,24173.56,6669.48
2025-02-08,8,1096.71,0,0,17,18644.02,5118.14
2025-02-09,8,1096.16,0,0,13,14250.07,3906.75
2025-02-10,8,1095.07,0,0,26,28471.82,7785.18
2025-02-11,8,1094.65,0,0,28,30650.09,8372.17
2025-02-12,8,1093.35,0,0,16,17493.61,4763.37
2025-02-13,8,1093.47,1,0,32,34991.04,9530.56
2025-02-14,8,1092.81,0,0,17,18577.83,5051.95
2025-02-15,8,1092.89,0,0,17,18579.12,5053.24
2025-02-16,8,1090.23,0,0,23,25075.32,6775.6
2025-02-17,8,1088.94,0,0,20,21778.9,5866.1
2025-02-18,8,1087.47,0,0,19,20661.97,5544.81
2025-02-19,8,1086.29,0,0,20,21725.7,5812.9
2025-02-20,8,1085.37,0,0,22,23878.23,6374.15
2025-02-21,8,1085.01,0,0,16,17360.16,4629.92
2025-02-22,8,1084.54,0,0,28,30367.25,8089.33
2025-02-23,8,1083.76,0,0,24,26010.18,6914.82
2025-02-24,8,1081.41,0,0,30,32442.44,8573.24
2025-02-25,8,1083.77,0,0,15,16256.61,4322.01
2025-02-26,8,1085.96,0,0,26,28234.98,7548.34
2025-02-27,8,1085.15,0,0,26,28213.87,7527.23
2025-02-28,8,1088.09,0,0,12,13057.04,3509.36
2025-03-01,8,1088.42,0,0,19,20680.03,5562.87
2025-03-02,8,1090.22,0,0,26,28345.66,7659.02
2025-03-03,8,1091.26,0,0,17,18551.48,5025.6
2025-03-04,8,1090.98,0,0,19,20728.65,5611.49
2025-03-05,8,1094.0,0,0,19,20785.98,5668.82
2025-03-06,8,1096.27,0,0,20,21925.34,6012.54
2025-03-07,8,1097.81,0,0,24,26347.37,7252.01
2025-03-08,8,1100.07,0,0,14,15401.03,4262.07
2025-03-09,8,1101.29,0,0,19,20924.56,5807.4
2025-03-10,8,1101.81,0,0,13,14323.53,3980.21
2025-03-11,8,1102.64,0,0,20,22052.77,6139.97
2025-03-12,8,1103.22,0,0,25,27580.4,7689.4
2025-03-13,8,1105.61,0,0,19,21006.59,5889.43
2025-03-14,8,1105.38,0,0,18,19896.92,5575.4
2025-03-15,8,1107.01,0,0,18,19926.17,5604.65
2025-03-16,8,1107.94,0,0,22,24374.76,6870.68
2025-03-17,8,1108.67,0,0,20,22173.42,6260.62
2025-03-18,8,1109.55,0,0,23,25519.69,7219.97
2025-03-19,8,1110.11,0,0,18,19982.02,5660.5
2025-03-20,8,1109.23,0,0,25,27730.82,7839.82
2025-03-21,8,1108.43,0,0,17,18843.31,5317.43
2025-03-22,8,1108.45,0,0,25,27711.16,7820.16
2025-03-23,8,1109.37,0,0,14,15531.19,4392.23
2025-03-24,8,1109.25,0,0,16,17748.02,5017.78
2025-03-25,8,1110.08,0,0,19,21091.57,5974.41
2025-03-26,8,1113.28,0,0,23,25605.43,7305.71
2025-03-27,8,1113.99,0,0,18,20051.77,5730.25
2025-03-28,8,1114.15,0,0,27,30081.92,8599.64
2025-03-29,8,1114.63,0,0,24,26751.02,7655.66
2025-03-30,8,1114.41,0,0,21,23402.62,6694.18
2025-03-31,8,1116.81,0,0,22,24569.91,7065.83
2025-04-01,8,1120.87,0,0,16,17933.91,5203.67
2025-04-02,8,1121.32,0,0,17,19062.42,5536.54
2025-04-03,8,1121.84,1,0,36,40386.23,11743.19
2025-04-04,8,1123.2,0,0,13,14601.6,4258.28
2025-04-05,8,1124.01,0,0,23,25852.32,7552.6
2025-04-06,8,1124.73,0,0,25,28118.21,8227.21
2025-04-07,8,1126.8,0,0,21,23662.82,6954.38
2025-04-08,8,1126.46,0,1,0,0.0,0.0
2025-04-09,8,1124.51,0,0,23,25863.75,7564.03
2025-04-10,8,1122.15,0,0,14,15710.11,4571.15
2025-04-11,8,1123.72,0,0,16,17979.48,5249.24
2025-04-12,8,1122.53,0,0,21,23573.21,6864.77
2025-04-13,8,1123.12,0,0,13,14600.58,4257.26
2025-04-14,8,1124.55,0,0,24,26989.22,7893.86
2025-04-15,8,1122.28,0,0,18,20201.05,5879.53
2025-04-16,8,1120.44,0,0,22,24649.73,7145.65
2025-04-17,8,1120.64,0,0,19,21292.16,6175.0
2025-04-18,8,1121.25,1,0,30,33637.46,9768.26
2025-04-19,8,1122.38,0,0,17,19080.39,5554.51
2025-04-20,8,1121.23,0,0,21,23545.83,6837.39
2025-04-21,8,1119.46,0,0,25,27986.61,8095.61
2025-04-22,8,1119.37,0,0,19,21268.07,6150.91
2025-04-23,8,1120.32,0,0,15,16804.76,4870.16
2025-04-24,8,1120.4,0,0,17,19046.82,5520.94
2025-04-25,8,1119.85,0,0,20,22397.08,6484.28
2025-04-26,8,1121.32,0,0,16,17941.17,5210.93
2025-04-27,8,1123.2,0,0,32,35942.32,10481.84
2025-04-28,8,1124.35,0,0,31,34855.0,10190.16
2025-04-29,8,1122.81,0,0,18,20210.56,5889.04
2025-04-30,8,1120.75,0,0,18,20173.46,5851.94
2025-05-01,8,1119.98,0,0,18,20159.56,5838.04
2025-05-02,8,1120.3,0,0,29,32488.72,9415.16
2025-05-03,8,1121.44,0,0,17,19064.51,5538.63
2025-05-04,8,1122.62,0,0,19,21329.87,6212.71
2025-05-05,8,1121.78,0,0,16,17948.53,5218.29
2025-05-06,8,1121.07,0,0,18,20179.34,5857.82
2025-05-07,8,1119.09,0,0,18,20143.67,5822.15
2025-05-08,8,1118.35,1,0,32,35787.21,10326.73
2025-05-09,8,1117.97,0,0,20,22359.42,6446.62
2025-05-10,8,1115.5,0,0,17,18963.45,5437.57
2025-05-11,8,1115.25,0,0,17,18959.32,5433.44
2025-05-12,8,1115.02,0,0,11,12265.26,3513.22
2025-05-13,8,1116.31,0,0,14,15628.32,4489.36
2025-05-14,8,1119.58,0,0,25,27989.52,8098.52
2025-05-15,8,1119.89,0,0,21,23517.63,6809.19
2025-05-16,8,1120.91,0,0,17,19055.41,5529.53
2025-05-17,8,1122.73,0,0,27,30313.8,8831.52
2025-05-18,8,1122.78,0,0,17,19087.32,5561.44
2025-05-19,8,1125.38,0,0,13,14629.97,4286.65
2025-05-20,8,1127.5,0,0,20,22550.08,6637.28
2025-05-21,8,1127.63,0,0,14,15786.86,4647.9
2025-05-22,8,1129.79,0,0,25,28244.87,8353.87
2025-05-23,8,1128.49,0,0,24,27083.85,7988.49
2025-05-24,8,1131.52,0,0,21,23761.82,7053.38
2025-05-25,8,1131.66,0,0,28,31686.48,9408.56
2025-05-26,8,1133.26,0,0,30,33997.93,10128.73
2025-05-27,8,1131.47,0,0,18,20366.5,6044.98
2025-05-28,8,1133.17,0,0,29,32862.01,9788.45
2025-05-29,8,1130.24,0,0,22,24865.33,7361.25
2025-05-30,8,1127.69,0,0,20,22553.86,6641.06
2025-05-31,8,1127.81,0,0,11,12405.92,3653.88
2025-06-01,8,1127.5,0,0,26,29314.95,8628.31
2025-06-02,8,1125.2,0,0,18,20253.55,5932.03
2025-06-03,8,1124.37,0,0,21,23611.8,6903.36
2025-06-04,8,1125.49,0,0,16,18007.9,5277.66
2025-06-05,8,1125.8,0,0,17,19138.52,5612.64
2025-06-06,8,1126.69,0,0,22,24787.11,7283.03
2025-06-07,8,1129.48,0,0,36,40661.32,12018.28
2025-06-08,8,1129.66,0,0,27,30500.82,9018.54
2025-06-09,8,1131.36,0,0,10,11313.64,3357.24
2025-06-10,8,1131.13,0,0,22,24884.91,7380.83
2025-06-11,8,1132.19,0,0,17,19247.16,5721.28
2025-06-12,8,1133.35,0,0,19,21533.74,6416.58
2025-06-13,8,1131.62,0,0,22,24895.6,7391.52
2025-06-14,8,1134.32,0,0,23,26089.29,7789.57
2025-06-15,8,1134.49,0,0,17,19286.25,5760.37
2025-06-16,8,1135.42,0,0,18,20437.52,6116.0
2025-06-17,8,1137.74,0,0,15,17066.13,5131.53
2025-06-18,8,1138.12,0,0,18,20486.15,6164.63
2025-06-19,8,1139.98,0,0,20,22799.69,6886.89
2025-06-20,8,1140.67,0,0,21,23954.0,7245.56
2025-06-21,8,1139.48,0,0,19,21650.09,6532.93
2025-06-22,8,1140.67,0,0,27,30798.15,9315.87
2025-06-23,8,1143.0,0,0,23,26289.08,7989.36
2025-06-24,8,1143.02,0,0,32,36576.52,11116.04
2025-06-25,8,1143.35,0,0,21,24010.41,7301.97
2025-06-26,8,1143.13,0,0,24,27435.11,8339.75
2025-06-27,8,1145.32,0,0,16,18325.06,5594.82
2025-06-28,8,1146.03,0,0,24,27504.62,8409.26
2025-06-29,8,1145.75,0,0,23,26352.35,8052.63
2025-06-30,8,1147.07,0,0,22,25235.59,7731.51
2025-07-01,8,1149.13,0,0,30,34473.87,10604.67
2025-07-02,8,1151.88,0,0,26,29948.98,9262.34
2025-07-03,8,1153.19,0,0,30,34595.66,10726.46
2025-07-04,8,1153.59,0,0,21,24225.33,7516.89
2025-07-05,8,1154.58,0,0,24,27709.93,8614.57
2025-07-06,8,1154.89,0,0,14,16168.44,5029.48
2025-07-07,8,1155.53,0,0,25,28888.28,8997.28
2025-07-08,8,1155.58,0,0,19,21956.09,6838.93
2025-07-09,8,1153.68,0,0,22,25381.03,7876.95
2025-07-10,8,1152.66,0,0,16,18442.49,5712.25
