date,product_id,price,is_promo,is_stockout,units_sold,revenue,margin,competitor_price,product_name,category,brand,base_cost,base_price,dow,is_weekend,week,month,year,lag1_units,lag7_units,roll7_units_mean,roll14_units_mean,ok_for_elasticity
2024-12-20,7,1796.1,0,0,22,39514.2,7351.3,1803.34,Prod 7,Beauty,Lumio,1461.95,1834.38,4,0,51,12,2024,18.0,21.0,21.285714285714285,20.214285714285715,1
2024-12-21,7,1794.74,0,0,24,43073.76,7986.96,1802.49,Prod 7,Beauty,Lumio,1461.95,1834.38,5,1,51,12,2024,22.0,23.0,21.428571428571427,20.571428571428573,1
2024-12-22,7,1795.84,0,0,22,39508.48,7345.58,1805.62,Prod 7,Beauty,Lumio,1461.95,1834.38,6,1,51,12,2024,24.0,17.0,22.142857142857142,21.142857142857142,1
2024-12-23,7,1800.4,0,1,0,0.0,0.0,1807.3,Prod 7,Beauty,Lumio,1461.95,1834.38,0,0,52,12,2024,22.0,29.0,18.0,19.714285714285715,0
2024-12-24,7,1803.65,0,0,16,28858.4,5467.2,1805.79,Prod 7,Beauty,Lumio,1461.95,1834.38,1,0,52,12,2024,0.0,21.0,17.285714285714285,19.5,1
2024-12-25,7,1805.2,0,0,24,43324.8,8238.0,1810.86,Prod 7,Beauty,Lumio,1461.95,1834.38,2,0,52,12,2024,16.0,19.0,18.0,19.857142857142858,1
2024-12-26,7,1807.04,0,0,29,52404.16,10007.61,1812.47,Prod 7,Beauty,Lumio,1461.95,1834.38,3,0,52,12,2024,24.0,18.0,19.571428571428573,20.357142857142858,1
2024-12-27,7,1808.65,0,0,24,43407.6,8320.8,1815.44,Prod 7,Beauty,Lumio,1461.95,1834.38,4,0,52,12,2024,29.0,22.0,19.857142857142858,20.571428571428573,1
2024-12-28,7,1810.01,0,0,18,32580.18,6265.08,1811.68,Prod 7,Beauty,Lumio,1461.95,1834.38,5,1,52,12,2024,24.0,24.0,19.0,20.214285714285715,1
2024-12-29,7,1814.27,0,0,16,29028.32,5637.12,1813.65,Prod 7,Beauty,Lumio,1461.95,1834.38,6,1,52,12,2024,18.0,22.0,18.142857142857142,20.142857142857142,1
2024-12-30,7,1810.17,0,0,14,25342.38,4875.08,1813.37,Prod 7,Beauty,Lumio,1461.95,1834.38,0,0,1,12,2024,16.0,0.0,20.142857142857142,19.071428571428573,1
2024-12-31,7,1808.65,0,0,24,43407.6,8320.8,1811.43,Prod 7,Beauty,Lumio,1461.95,1834.38,1,0,1,12,2024,14.0,16.0,21.285714285714285,19.285714285714285,1
2025-01-01,7,1810.76,0,0,19,34404.44,6627.39,1816.63,Prod 7,Beauty,Lumio,1461.95,1834.38,2,0,1,1,2025,24.0,24.0,20.571428571428573,19.285714285714285,1
2025-01-02,7,1814.61,0,0,33,59882.13,11637.78,1819.02,Prod 7,Beauty,Lumio,1461.95,1834.38,3,0,1,1,2025,19.0,29.0,21.142857142857142,20.357142857142858,1
2025-01-03,7,1813.46,0,0,9,16321.14,3163.59,1812.35,Prod 7,Beauty,Lumio,1461.95,1834.38,4,0,1,1,2025,33.0,24.0,19.0,19.428571428571427,1
2025-01-04,7,1815.81,0,0,22,39947.82,7784.92,1814.52,Prod 7,Beauty,Lumio,1461.95,1834.38,5,1,1,1,2025,9.0,18.0,19.571428571428573,19.285714285714285,1
2025-01-05,7,1817.17,0,0,24,43612.08,8525.28,1814.92,Prod 7,Beauty,Lumio,1461.95,1834.38,6,1,1,1,2025,22.0,16.0,20.714285714285715,19.428571428571427,1
2025-01-06,7,1813.08,0,0,25,45327.0,8778.25,1810.73,Prod 7,Beauty,Lumio,1461.95,1834.38,0,0,2,1,2025,24.0,14.0,22.285714285714285,21.214285714285715,1
2025-01-07,7,1813.86,0,0,17,30835.62,5982.47,1811.73,Prod 7,Beauty,Lumio,1461.95,1834.38,1,0,2,1,2025,25.0,24.0,21.285714285714285,21.285714285714285,1
2025-01-08,7,1813.61,0,0,22,39899.42,7736.52,1812.76,Prod 7,Beauty,Lumio,1461.95,1834.38,2,0,2,1,2025,17.0,19.0,21.714285714285715,21.142857142857142,1
2025-01-09,7,1812.79,0,0,26,47132.54,9121.84,1809.74,Prod 7,Beauty,Lumio,1461.95,1834.38,3,0,2,1,2025,22.0,33.0,20.714285714285715,20.928571428571427,1
2025-01-10,7,1812.1,0,0,11,19933.1,3851.65,1807.58,Prod 7,Beauty,Lumio,1461.95,1834.38,4,0,2,1,2025,26.0,9.0,21.0,20.0,1
2025-01-11,7,1813.16,0,0,21,38076.36,7375.41,1812.38,Prod 7,Beauty,Lumio,1461.95,1834.38,5,1,2,1,2025,11.0,22.0,20.857142857142858,20.214285714285715,1
2025-01-12,7,1813.26,0,0,25,45331.5,8782.75,1812.19,Prod 7,Beauty,Lumio,1461.95,1834.38,6,1,2,1,2025,21.0,24.0,21.0,20.857142857142858,1
2025-01-13,7,1813.76,0,0,16,29020.16,5628.96,1813.4,Prod 7,Beauty,Lumio,1461.95,1834.38,0,0,3,1,2025,25.0,25.0,19.714285714285715,21.0,1
2025-01-14,7,1816.3,0,0,11,19979.3,3897.85,1812.98,Prod 7,Beauty,Lumio,1461.95,1834.38,1,0,3,1,2025,16.0,17.0,18.857142857142858,20.071428571428573,1
2025-01-15,7,1815.39,0,0,29,52646.31,10249.76,1808.72,Prod 7,Beauty,Lumio,1461.95,1834.38,2,0,3,1,2025,11.0,22.0,19.857142857142858,20.785714285714285,1
2025-01-16,7,1815.21,0,0,14,25412.94,4945.64,1809.05,Prod 7,Beauty,Lumio,1461.95,1834.38,3,0,3,1,2025,29.0,26.0,18.142857142857142,19.428571428571427,1
2025-01-17,7,1811.56,1,0,42,76085.52,14683.62,1814.48,Prod 7,Beauty,Lumio,1461.95,1834.38,4,0,3,1,2025,14.0,11.0,22.571428571428573,21.785714285714285,1
2025-01-18,7,1812.64,0,0,20,36252.8,7013.8,1816.52,Prod 7,Beauty,Lumio,1461.95,1834.38,5,1,3,1,2025,42.0,21.0,22.428571428571427,21.642857142857142,1
2025-01-19,7,1816.34,0,0,25,45408.5,8859.75,1813.03,Prod 7,Beauty,Lumio,1461.95,1834.38,6,1,3,1,2025,20.0,25.0,22.428571428571427,21.714285714285715,1
2025-01-20,7,1813.55,0,0,17,30830.35,5977.2,1814.19,Prod 7,Beauty,Lumio,1461.95,1834.38,0,0,4,1,2025,25.0,16.0,22.571428571428573,21.142857142857142,1
2025-01-21,7,1810.72,1,0,33,59753.76,11509.41,1810.45,Prod 7,Beauty,Lumio,1461.95,1834.38,1,0,4,1,2025,17.0,11.0,25.714285714285715,22.285714285714285,1
2025-01-22,7,1812.79,0,0,20,36255.8,7016.8,1817.18,Prod 7,Beauty,Lumio,1461.95,1834.38,2,0,4,1,2025,33.0,29.0,24.428571428571427,22.142857142857142,1
2025-01-23,7,1814.59,0,0,11,19960.49,3879.04,1811.25,Prod 7,Beauty,Lumio,1461.95,1834.38,3,0,4,1,2025,20.0,14.0,24.0,21.071428571428573,1
2025-01-24,7,1810.22,0,0,19,34394.18,6617.13,1806.18,Prod 7,Beauty,Lumio,1461.95,1834.38,4,0,4,1,2025,11.0,42.0,20.714285714285715,21.642857142857142,1
2025-01-25,7,1807.17,0,0,10,18071.7,3452.2,1804.76,Prod 7,Beauty,Lumio,1461.95,1834.38,5,1,4,1,2025,19.0,20.0,19.285714285714285,20.857142857142858,1
2025-01-26,7,1807.39,0,0,19,34340.41,6563.36,1810.06,Prod 7,Beauty,Lumio,1461.95,1834.38,6,1,4,1,2025,10.0,25.0,18.428571428571427,20.428571428571427,1
2025-01-27,7,1810.11,0,0,25,45252.75,8704.0,1815.25,Prod 7,Beauty,Lumio,1461.95,1834.38,0,0,5,1,2025,19.0,17.0,19.571428571428573,21.071428571428573,1
2025-01-28,7,1813.52,0,0,22,39897.44,7734.54,1813.98,Prod 7,Beauty,Lumio,1461.95,1834.38,1,0,5,1,2025,25.0,33.0,18.0,21.857142857142858,1
2025-01-29,7,1813.78,0,0,18,32648.04,6332.94,1811.13,Prod 7,Beauty,Lumio,1461.95,1834.38,2,0,5,1,2025,22.0,20.0,17.714285714285715,21.071428571428573,1
2025-01-30,7,1811.96,0,0,19,34427.24,6650.19,1810.88,Prod 7,Beauty,Lumio,1461.95,1834.38,3,0,5,1,2025,18.0,11.0,18.857142857142858,21.428571428571427,1
2025-01-31,7,1812.21,0,0,23,41680.83,8055.98,1810.77,Prod 7,Beauty,Lumio,1461.95,1834.38,4,0,5,1,2025,19.0,19.0,19.428571428571427,20.071428571428573,1
2025-02-01,7,1812.02,0,0,27,48924.54,9451.89,1808.69,Prod 7,Beauty,Lumio,1461.95,1834.38,5,1,5,2,2025,23.0,10.0,21.857142857142858,20.571428571428573,1
2025-02-02,7,1808.5,0,0,18,32553.0,6237.9,1803.34,Prod 7,Beauty,Lumio,1461.95,1834.38,6,1,5,2,2025,27.0,19.0,21.714285714285715,20.071428571428573,1
2025-02-03,7,1806.99,0,0,22,39753.78,7590.88,1802.37,Prod 7,Beauty,Lumio,1461.95,1834.38,0,0,6,2,2025,18.0,25.0,21.285714285714285,20.428571428571427,1
2025-02-04,7,1805.89,0,0,21,37923.69,7222.74,1798.53,Prod 7,Beauty,Lumio,1461.95,1834.38,1,0,6,2,2025,22.0,22.0,21.142857142857142,19.571428571428573,1
2025-02-05,7,1804.31,0,0,16,28868.96,5477.76,1800.02,Prod 7,Beauty,Lumio,1461.95,1834.38,2,0,6,2,2025,21.0,18.0,20.857142857142858,19.285714285714285,1
2025-02-06,7,1799.88,0,0,22,39597.36,7434.46,1797.28,Prod 7,Beauty,Lumio,1461.95,1834.38,3,0,6,2,2025,16.0,19.0,21.285714285714285,20.071428571428573,1
2025-02-07,7,1800.98,0,0,23,41422.54,7797.69,1798.46,Prod 7,Beauty,Lumio,1461.95,1834.38,4,0,6,2,2025,22.0,23.0,21.285714285714285,20.357142857142858,1
2025-02-08,7,1798.54,0,0,20,35970.8,6731.8,1792.33,Prod 7,Beauty,Lumio,1461.95,1834.38,5,1,6,2,2025,23.0,27.0,20.285714285714285,21.071428571428573,1
2025-02-09,7,1801.49,0,0,18,32426.82,6111.72,1796.4,Prod 7,Beauty,Lumio,1461.95,1834.38,6,1,6,2,2025,20.0,18.0,20.285714285714285,21.0,1
2025-02-10,7,1802.68,0,0,29,52277.72,9881.17,1801.45,Prod 7,Beauty,Lumio,1461.95,1834.38,0,0,7,2,2025,18.0,22.0,21.285714285714285,21.285714285714285,1
2025-02-11,7,1806.56,0,0,16,28904.96,5513.76,1803.65,Prod 7,Beauty,Lumio,1461.95,1834.38,1,0,7,2,2025,29.0,21.0,20.571428571428573,20.857142857142858,1
2025-02-12,7,1804.38,0,0,19,34283.22,6506.17,1803.7,Prod 7,Beauty,Lumio,1461.95,1834.38,2,0,7,2,2025,16.0,16.0,21.0,20.928571428571427,1
2025-02-13,7,1807.21,0,0,18,32529.78,6214.68,1808.95,Prod 7,Beauty,Lumio,1461.95,1834.38,3,0,7,2,2025,19.0,22.0,20.428571428571427,20.857142857142858,1
2025-02-14,7,1806.23,0,0,27,48768.21,9295.56,1803.13,Prod 7,Beauty,Lumio,1461.95,1834.38,4,0,7,2,2025,18.0,23.0,21.0,21.142857142857142,1
2025-02-15,7,1806.51,0,0,34,61421.34,11715.04,1796.18,Prod 7,Beauty,Lumio,1461.95,1834.38,5,1,7,2,2025,27.0,20.0,23.0,21.642857142857142,1
2025-02-16,7,1804.44,0,0,20,36088.8,6849.8,1798.88,Prod 7,Beauty,Lumio,1461.95,1834.38,6,1,7,2,2025,34.0,18.0,23.285714285714285,21.785714285714285,1
2025-02-17,7,1804.46,0,0,22,39698.12,7535.22,1802.61,Prod 7,Beauty,Lumio,1461.95,1834.38,0,0,8,2,2025,20.0,29.0,22.285714285714285,21.785714285714285,1
2025-02-18,7,1804.4,0,0,16,28870.4,5479.2,1804.41,Prod 7,Beauty,Lumio,1461.95,1834.38,1,0,8,2,2025,22.0,16.0,22.285714285714285,21.428571428571427,1
2025-02-19,7,1804.04,0,0,18,32472.72,6157.62,1798.2,Prod 7,Beauty,Lumio,1461.95,1834.38,2,0,8,2,2025,16.0,19.0,22.142857142857142,21.571428571428573,1
2025-02-20,7,1803.33,0,0,10,18033.3,3413.8,1797.01,Prod 7,Beauty,Lumio,1461.95,1834.38,3,0,8,2,2025,18.0,18.0,21.0,20.714285714285715,1
2025-02-21,7,1802.11,0,0,9,16218.99,3061.44,1794.92,Prod 7,Beauty,Lumio,1461.95,1834.38,4,0,8,2,2025,10.0,27.0,18.428571428571427,19.714285714285715,1
2025-02-22,7,1797.74,0,0,26,46741.24,8730.54,1795.42,Prod 7,Beauty,Lumio,1461.95,1834.38,5,1,8,2,2025,9.0,34.0,17.285714285714285,20.142857142857142,1
2025-02-23,7,1797.95,0,0,16,28767.2,5376.0,1798.19,Prod 7,Beauty,Lumio,1461.95,1834.38,6,1,8,2,2025,26.0,20.0,16.714285714285715,20.0,1
2025-02-24,7,1793.3,0,0,25,44832.5,8283.75,1793.66,Prod 7,Beauty,Lumio,1461.95,1834.38,0,0,9,2,2025,16.0,22.0,17.142857142857142,19.714285714285715,1
2025-02-25,7,1792.45,0,0,24,43018.8,7932.0,1792.05,Prod 7,Beauty,Lumio,1461.95,1834.38,1,0,9,2,2025,25.0,16.0,18.285714285714285,20.285714285714285,1
2025-02-26,7,1789.93,0,0,24,42958.32,7871.52,1787.04,Prod 7,Beauty,Lumio,1461.95,1834.38,2,0,9,2,2025,24.0,18.0,19.142857142857142,20.642857142857142,1
2025-02-27,7,1788.15,0,0,22,39339.3,7176.4,1784.84,Prod 7,Beauty,Lumio,1461.95,1834.38,3,0,9,2,2025,24.0,10.0,20.857142857142858,20.928571428571427,1
2025-02-28,7,1788.81,0,0,17,30409.77,5556.62,1785.99,Prod 7,Beauty,Lumio,1461.95,1834.38,4,0,9,2,2025,22.0,9.0,22.0,20.214285714285715,1
2025-03-01,7,1791.22,0,0,23,41198.06,7573.21,1782.71,Prod 7,Beauty,Lumio,1461.95,1834.38,5,1,9,3,2025,17.0,26.0,21.571428571428573,19.428571428571427,1
2025-03-02,7,1789.57,0,0,15,26843.55,4914.3,1782.9,Prod 7,Beauty,Lumio,1461.95,1834.38,6,1,9,3,2025,23.0,16.0,21.428571428571427,19.071428571428573,1
2025-03-03,7,1785.43,0,0,34,60704.62,10998.32,1781.03,Prod 7,Beauty,Lumio,1461.95,1834.38,0,0,10,3,2025,15.0,25.0,22.714285714285715,19.928571428571427,1
2025-03-04,7,1787.71,0,0,21,37541.91,6840.96,1782.81,Prod 7,Beauty,Lumio,1461.95,1834.38,1,0,10,3,2025,34.0,24.0,22.285714285714285,20.285714285714285,1
2025-03-05,7,1786.63,0,0,24,42879.12,7792.32,1783.03,Prod 7,Beauty,Lumio,1461.95,1834.38,2,0,10,3,2025,21.0,24.0,22.285714285714285,20.714285714285715,1
2025-03-06,7,1786.72,0,0,21,37521.12,6820.17,1785.49,Prod 7,Beauty,Lumio,1461.95,1834.38,3,0,10,3,2025,24.0,22.0,22.142857142857142,21.5,1
2025-03-07,7,1784.33,0,0,23,41039.59,7414.74,1779.35,Prod 7,Beauty,Lumio,1461.95,1834.38,4,0,10,3,2025,21.0,17.0,23.0,22.5,1
2025-03-08,7,1785.12,0,0,16,28561.92,5170.72,1777.54,Prod 7,Beauty,Lumio,1461.95,1834.38,5,1,10,3,2025,23.0,23.0,22.0,21.785714285714285,1
2025-03-09,7,1783.58,0,0,22,39238.76,7075.86,1772.89,Prod 7,Beauty,Lumio,1461.95,1834.38,6,1,10,3,2025,16.0,15.0,23.0,22.214285714285715,1
2025-03-10,7,1784.55,0,0,14,24983.7,4516.4,1772.11,Prod 7,Beauty,Lumio,1461.95,1834.38,0,0,11,3,2025,22.0,34.0,20.142857142857142,21.428571428571427,1
2025-03-11,7,1780.96,0,0,14,24933.44,4466.14,1766.97,Prod 7,Beauty,Lumio,1461.95,1834.38,1,0,11,3,2025,14.0,21.0,19.142857142857142,20.714285714285715,1
2025-03-12,7,1780.2,0,0,21,37384.2,6683.25,1761.77,Prod 7,Beauty,Lumio,1461.95,1834.38,2,0,11,3,2025,14.0,24.0,18.714285714285715,20.5,1
2025-03-13,7,1774.66,0,0,18,31943.88,5628.78,1761.52,Prod 7,Beauty,Lumio,1461.95,1834.38,3,0,11,3,2025,21.0,21.0,18.285714285714285,20.214285714285715,1
2025-03-14,7,1774.69,0,0,15,26620.35,4691.1,1758.4,Prod 7,Beauty,Lumio,1461.95,1834.38,4,0,11,3,2025,18.0,23.0,17.142857142857142,20.071428571428573,1
2025-03-15,7,1774.16,0,0,19,33709.04,5931.99,1760.05,Prod 7,Beauty,Lumio,1461.95,1834.38,5,1,11,3,2025,15.0,16.0,17.571428571428573,19.785714285714285,1
2025-03-16,7,1772.07,0,0,18,31897.26,5582.16,1757.54,Prod 7,Beauty,Lumio,1461.95,1834.38,6,1,11,3,2025,19.0,22.0,17.0,20.0,1
2025-03-17,7,1772.01,0,0,25,44300.25,7751.5,1758.34,Prod 7,Beauty,Lumio,1461.95,1834.38,0,0,12,3,2025,18.0,14.0,18.571428571428573,19.357142857142858,1
2025-03-18,7,1766.65,0,0,22,38866.3,6703.4,1752.64,Prod 7,Beauty,Lumio,1461.95,1834.38,1,0,12,3,2025,25.0,14.0,19.714285714285715,19.428571428571427,1
2025-03-19,7,1762.59,0,0,23,40539.57,6914.72,1753.84,Prod 7,Beauty,Lumio,1461.95,1834.38,2,0,12,3,2025,22.0,21.0,20.0,19.357142857142858,1
2025-03-20,7,1759.12,0,0,20,35182.4,5943.4,1751.41,Prod 7,Beauty,Lumio,1461.95,1834.38,3,0,12,3,2025,23.0,18.0,20.285714285714285,19.285714285714285,1
2025-03-21,7,1758.2,0,0,32,56262.4,9480.0,1745.99,Prod 7,Beauty,Lumio,1461.95,1834.38,4,0,12,3,2025,20.0,15.0,22.714285714285715,19.928571428571427,1
2025-03-22,7,1755.38,0,0,13,22819.94,3814.59,1747.4,Prod 7,Beauty,Lumio,1461.95,1834.38,5,1,12,3,2025,32.0,19.0,21.857142857142858,19.714285714285715,1
2025-03-23,7,1753.75,0,0,21,36828.75,6127.8,1753.34,Prod 7,Beauty,Lumio,1461.95,1834.38,6,1,12,3,2025,13.0,18.0,22.285714285714285,19.642857142857142,1
2025-03-24,7,1751.54,0,0,26,45540.04,7529.34,1752.58,Prod 7,Beauty,Lumio,1461.95,1834.38,0,0,13,3,2025,21.0,25.0,22.428571428571427,20.5,1
2025-03-25,7,1752.16,0,0,18,31538.88,5223.78,1753.05,Prod 7,Beauty,Lumio,1461.95,1834.38,1,0,13,3,2025,26.0,22.0,21.857142857142858,20.785714285714285,1
2025-03-26,7,1749.6,0,0,24,41990.4,6903.6,1746.4,Prod 7,Beauty,Lumio,1461.95,1834.38,2,0,13,3,2025,18.0,23.0,22.0,21.0,1
2025-03-27,7,1749.72,0,0,14,24496.08,4028.78,1748.07,Prod 7,Beauty,Lumio,1461.95,1834.38,3,0,13,3,2025,24.0,20.0,21.142857142857142,20.714285714285715,1
2025-03-28,7,1751.2,0,0,12,21014.4,3471.0,1747.98,Prod 7,Beauty,Lumio,1461.95,1834.38,4,0,13,3,2025,14.0,32.0,18.285714285714285,20.5,1
2025-03-29,7,1748.82,0,0,25,43720.5,7171.75,1752.98,Prod 7,Beauty,Lumio,1461.95,1834.38,5,1,13,3,2025,12.0,13.0,20.0,20.928571428571427,1
2025-03-30,7,1749.61,0,0,21,36741.81,6040.86,1755.07,Prod 7,Beauty,Lumio,1461.95,1834.38,6,1,13,3,2025,25.0,21.0,20.0,21.142857142857142,1
2025-03-31,7,1750.57,0,0,12,21006.84,3463.44,1753.62,Prod 7,Beauty,Lumio,1461.95,1834.38,0,0,14,3,2025,21.0,26.0,18.0,20.214285714285715,1
2025-04-01,7,1753.25,0,0,14,24545.5,4078.2,1753.07,Prod 7,Beauty,Lumio,1461.95,1834.38,1,0,14,4,2025,12.0,18.0,17.428571428571427,19.642857142857142,1
2025-04-02,7,1753.23,0,0,17,29804.91,4951.76,1749.72,Prod 7,Beauty,Lumio,1461.95,1834.38,2,0,14,4,2025,14.0,24.0,16.428571428571427,19.214285714285715,1
2025-04-03,7,1752.96,0,0,11,19282.56,3201.11,1752.82,Prod 7,Beauty,Lumio,1461.95,1834.38,3,0,14,4,2025,17.0,14.0,16.0,18.571428571428573,1
2025-04-04,7,1752.99,0,0,25,43824.75,7276.0,1755.6,Prod 7,Beauty,Lumio,1461.95,1834.38,4,0,14,4,2025,11.0,12.0,17.857142857142858,18.071428571428573,1
2025-04-05,7,1754.59,0,0,16,28073.44,4682.24,1761.09,Prod 7,Beauty,Lumio,1461.95,1834.38,5,1,14,4,2025,25.0,25.0,16.571428571428573,18.285714285714285,1
2025-04-06,7,1756.3,0,0,23,40394.9,6770.05,1761.61,Prod 7,Beauty,Lumio,1461.95,1834.38,6,1,14,4,2025,16.0,21.0,16.857142857142858,18.428571428571427,1
2025-04-07,7,1757.77,0,0,17,29882.09,5028.94,1764.19,Prod 7,Beauty,Lumio,1461.95,1834.38,0,0,15,4,2025,23.0,12.0,17.571428571428573,17.785714285714285,1
2025-04-08,7,1760.52,0,0,16,28168.32,4777.12,1769.02,Prod 7,Beauty,Lumio,1461.95,1834.38,1,0,15,4,2025,17.0,14.0,17.857142857142858,17.642857142857142,1
2025-04-09,7,1760.61,0,0,19,33451.59,5674.54,1771.48,Prod 7,Beauty,Lumio,1461.95,1834.38,2,0,15,4,2025,16.0,17.0,18.142857142857142,17.285714285714285,1
2025-04-10,7,1764.69,0,0,18,31764.42,5449.32,1768.91,Prod 7,Beauty,Lumio,1461.95,1834.38,3,0,15,4,2025,19.0,11.0,19.142857142857142,17.571428571428573,1
2025-04-11,7,1763.65,0,0,24,42327.6,7240.8,1776.67,Prod 7,Beauty,Lumio,1461.95,1834.38,4,0,15,4,2025,18.0,25.0,19.0,18.428571428571427,1
2025-04-12,7,1763.8,0,0,36,63496.8,10866.6,1778.37,Prod 7,Beauty,Lumio,1461.95,1834.38,5,1,15,4,2025,24.0,16.0,21.857142857142858,19.214285714285715,1
2025-04-13,7,1765.81,0,0,17,30018.77,5165.62,1775.46,Prod 7,Beauty,Lumio,1461.95,1834.38,6,1,15,4,2025,36.0,23.0,21.0,18.928571428571427,1
2025-04-14,7,1766.61,0,0,16,28265.76,4874.56,1774.41,Prod 7,Beauty,Lumio,1461.95,1834.38,0,0,16,4,2025,17.0,17.0,20.857142857142858,19.214285714285715,1
2025-04-15,7,1770.4,0,0,22,38948.8,6785.9,1777.5,Prod 7,Beauty,Lumio,1461.95,1834.38,1,0,16,4,2025,16.0,16.0,21.714285714285715,19.785714285714285,1
2025-04-16,7,1769.57,0,0,23,40700.11,7075.26,1774.06,Prod 7,Beauty,Lumio,1461.95,1834.38,2,0,16,4,2025,22.0,19.0,22.285714285714285,20.214285714285715,1
2025-04-17,7,1768.95,0,0,15,26534.25,4605.0,1774.91,Prod 7,Beauty,Lumio,1461.95,1834.38,3,0,16,4,2025,23.0,18.0,21.857142857142858,20.5,1
2025-04-18,7,1769.19,0,0,19,33614.61,5837.56,1772.47,Prod 7,Beauty,Lumio,1461.95,1834.38,4,0,16,4,2025,15.0,24.0,21.142857142857142,20.071428571428573,1
2025-04-19,7,1771.1,0,0,19,33650.9,5873.85,1773.56,Prod 7,Beauty,Lumio,1461.95,1834.38,5,1,16,4,2025,19.0,36.0,18.714285714285715,20.285714285714285,1
2025-04-20,7,1773.22,0,0,24,42557.28,7470.48,1772.2,Prod 7,Beauty,Lumio,1461.95,1834.38,6,1,16,4,2025,19.0,17.0,19.714285714285715,20.357142857142858,1
2025-04-21,7,1771.19,0,0,24,42508.56,7421.76,1768.5,Prod 7,Beauty,Lumio,1461.95,1834.38,0,0,17,4,2025,24.0,16.0,20.857142857142858,20.857142857142858,1
2025-04-22,7,1769.81,0,0,11,19467.91,3386.46,1763.96,Prod 7,Beauty,Lumio,1461.95,1834.38,1,0,17,4,2025,24.0,22.0,19.285714285714285,20.5,1
2025-04-23,7,1771.45,0,0,18,31886.1,5571.0,1757.47,Prod 7,Beauty,Lumio,1461.95,1834.38,2,0,17,4,2025,11.0,23.0,18.571428571428573,20.428571428571427,1
2025-04-24,7,1769.31,0,0,23,40694.13,7069.28,1754.75,Prod 7,Beauty,Lumio,1461.95,1834.38,3,0,17,4,2025,18.0,15.0,19.714285714285715,20.785714285714285,1
2025-04-25,7,1767.41,0,0,20,35348.2,6109.2,1755.04,Prod 7,Beauty,Lumio,1461.95,1834.38,4,0,17,4,2025,23.0,19.0,19.857142857142858,20.5,1
2025-04-26,7,1765.45,0,0,31,54728.95,9408.5,1757.03,Prod 7,Beauty,Lumio,1461.95,1834.38,5,1,17,4,2025,20.0,19.0,21.571428571428573,20.142857142857142,1
2025-04-27,7,1763.69,0,0,18,31746.42,5431.32,1757.79,Prod 7,Beauty,Lumio,1461.95,1834.38,6,1,17,4,2025,31.0,24.0,20.714285714285715,20.214285714285715,1
2025-04-28,7,1758.55,0,0,19,33412.45,5635.4,1753.16,Prod 7,Beauty,Lumio,1461.95,1834.38,0,0,18,4,2025,18.0,24.0,20.0,20.428571428571427,1
2025-04-29,7,1756.43,0,0,19,33372.17,5595.12,1750.7,Prod 7,Beauty,Lumio,1461.95,1834.38,1,0,18,4,2025,19.0,11.0,21.142857142857142,20.214285714285715,1
2025-04-30,7,1756.31,0,0,13,22832.03,3826.68,1753.35,Prod 7,Beauty,Lumio,1461.95,1834.38,2,0,18,4,2025,19.0,18.0,20.428571428571427,19.5,1
2025-05-01,7,1755.35,0,0,21,36862.35,6161.4,1757.13,Prod 7,Beauty,Lumio,1461.95,1834.38,3,0,18,5,2025,13.0,23.0,20.142857142857142,19.928571428571427,1
2025-05-02,7,1753.04,0,0,15,26295.6,4366.35,1759.06,Prod 7,Beauty,Lumio,1461.95,1834.38,4,0,18,5,2025,21.0,20.0,19.428571428571427,19.642857142857142,1
2025-05-03,7,1754.45,0,0,16,28071.2,4680.0,1763.01,Prod 7,Beauty,Lumio,1461.95,1834.38,5,1,18,5,2025,15.0,31.0,17.285714285714285,19.428571428571427,1
2025-05-04,7,1757.52,1,0,26,45695.52,7684.82,1763.19,Prod 7,Beauty,Lumio,1461.95,1834.38,6,1,18,5,2025,16.0,18.0,18.428571428571427,19.571428571428573,1
2025-05-05,7,1757.22,0,0,24,42173.28,7086.48,1759.34,Prod 7,Beauty,Lumio,1461.95,1834.38,0,0,19,5,2025,26.0,19.0,19.142857142857142,19.571428571428573,1
2025-05-06,7,1756.74,0,0,20,35134.8,5895.8,1759.03,Prod 7,Beauty,Lumio,1461.95,1834.38,1,0,19,5,2025,24.0,19.0,19.285714285714285,20.214285714285715,1
2025-05-07,7,1757.15,0,0,33,57985.95,9741.6,1755.97,Prod 7,Beauty,Lumio,1461.95,1834.38,2,0,19,5,2025,20.0,13.0,22.142857142857142,21.285714285714285,1
2025-05-08,7,1757.26,0,0,17,29873.42,5020.27,1760.08,Prod 7,Beauty,Lumio,1461.95,1834.38,3,0,19,5,2025,33.0,21.0,21.571428571428573,20.857142857142858,1
2025-05-09,7,1758.16,0,0,22,38679.52,6516.62,1756.2,Prod 7,Beauty,Lumio,1461.95,1834.38,4,0,19,5,2025,17.0,15.0,22.571428571428573,21.0,1
2025-05-10,7,1758.1,0,0,28,49226.8,8292.2,1758.6,Prod 7,Beauty,Lumio,1461.95,1834.38,5,1,19,5,2025,22.0,16.0,24.285714285714285,20.785714285714285,1
2025-05-11,7,1756.91,0,0,24,42165.84,7079.04,1756.69,Prod 7,Beauty,Lumio,1461.95,1834.38,6,1,19,5,2025,28.0,26.0,24.0,21.214285714285715,1
